campaign_id,campaign_name,creator_id,creator_name,creator_specialty,campaign_date,category,impressions,likes,comments,shares,total_engagements,referral_id,traffic_source,click_timestamp,referral_clicks,customer_id,transaction_id,purchase_timestamp,purchases,new_customers,repeat_purchases,order_value,product,product_category
CAM041,Premium Picks,CR010,Diya Joshi,Lifestyle,2026-02-21,Food,6291,272,25,26,323,REF00882,Facebook,2026-02-21 17:00:00,159,CUST9415,TXN00882,2026-02-26 00:00:00,4,4,0,4343.61,Skincare Kit,Beauty
CAM006,Back to College,CR004,Isha Verma,Beauty,2026-05-28,Food,6618,329,36,39,404,REF00883,Facebook,2026-05-28 16:00:00,257,CUST9882,TXN00883,2026-06-06 00:00:00,15,13,2,43378.23,Travel Backpack,Travel
CAM044,Spring Refresh,CR007,Kabir Singh,Gaming,2026-04-15,Gaming,4899,229,28,21,278,REF00884,Direct,2026-04-15 18:00:00,148,CUST8218,TXN00884,2026-04-18 00:00:00,15,13,2,36259.11,Coffee Maker,Home
CAM050,Monsoon Sale,CR008,Sara Khan,Food,2026-05-23,Fitness,7016,409,36,49,494,REF00885,Facebook,2026-05-23 14:00:00,221,CUST7266,TXN00885,2026-05-29 00:00:00,10,10,0,43539.77,Wireless Earbuds,Electronics
CAM024,Creator Spotlight,CR006,Meera Nair,Travel,2026-05-07,Beauty,2768,137,13,8,158,REF00886,YouTube,2026-05-07 19:00:00,62,CUST3768,TXN00886,2026-05-08 00:00:00,1,1,0,2981.53,Protein Powder,Fitness
CAM054,Weekend Flash,CR006,Meera Nair,Travel,2026-05-04,Electronics,12516,667,99,79,845,REF00887,Instagram,2026-05-04 03:00:00,414,CUST8906,TXN00887,2026-05-13 00:00:00,25,22,3,93159.48,Sneakers,Fashion
CAM042,Premium Picks,CR004,Isha Verma,Beauty,2026-03-04,Electronics,4804,173,18,22,213,REF00888,Direct,2026-03-04 05:00:00,91,CUST1462,TXN00888,2026-03-08 00:00:00,6,6,0,23665.98,Sneakers,Fashion
CAM012,Mega Savings,CR010,Diya Joshi,Lifestyle,2026-02-23,Gaming,14995,556,78,58,692,REF00889,Instagram,2026-02-23 09:00:00,414,CUST8805,TXN00889,2026-02-27 00:00:00,3,3,0,12522.47,Gaming Headset,Gaming
CAM060,Spring Refresh,CR001,Aarav Mehta,Lifestyle,2026-05-07,Home,5611,239,31,31,301,REF00890,Facebook,2026-05-07 08:00:00,200,CUST9687,TXN00890,2026-05-09 00:00:00,13,12,1,53285.49,Gaming Headset,Gaming
CAM013,Premium Picks,CR011,Aditya Deshmukh,Tech,2026-01-09,Fashion,12263,494,75,35,604,REF00891,Google,2026-01-09 01:00:00,400,CUST7172,TXN00891,2026-01-15 00:00:00,25,22,3,55550.76,Coffee Maker,Home
CAM006,New Collection,CR008,Sara Khan,Food,2026-05-25,Fitness,4796,150,17,9,176,REF00892,Email,2026-05-25 22:00:00,135,CUST3451,TXN00892,2026-05-27 00:00:00,4,3,1,3917.49,Skincare Kit,Beauty
CAM009,New Collection,CR011,Aditya Deshmukh,Tech,2026-02-22,Electronics,19557,1082,181,96,1359,REF00893,YouTube,2026-02-22 16:00:00,577,CUST7486,TXN00893,2026-03-02 00:00:00,36,33,3,64272.37,Travel Backpack,Travel
CAM008,Mega Savings,CR002,Ananya Sharma,Fashion,2026-01-09,Home,9668,392,52,46,490,REF00894,Instagram,2026-01-09 15:00:00,286,CUST6752,TXN00894,2026-01-15 00:00:00,17,14,3,24242.26,Skincare Kit,Beauty
CAM030,Premium Picks,CR010,Diya Joshi,Lifestyle,2026-06-28,Electronics,4140,184,25,14,223,REF00895,Email,2026-06-28 02:00:00,171,CUST1731,TXN00895,2026-07-05 00:00:00,11,8,3,53037.39,Gaming Headset,Gaming
CAM012,Back to College,CR005,Vihaan Patel,Fitness,2026-03-22,Travel,6515,294,27,33,354,REF00896,Instagram,2026-03-22 11:00:00,229,CUST1328,TXN00896,2026-03-31 00:00:00,9,7,2,31336.99,Gaming Headset,Gaming
CAM052,Festive Picks,CR012,Kavya Iyer,Fashion,2026-05-18,Food,5129,217,21,14,252,REF00897,Instagram,2026-05-18 02:00:00,107,CUST4942,TXN00897,2026-05-19 00:00:00,2,2,0,5319.5,Wireless Earbuds,Electronics
CAM027,Spring Refresh,CR001,Aarav Mehta,Lifestyle,2026-02-28,Home,4503,241,35,21,297,REF00898,TikTok,2026-02-28 03:00:00,94,CUST1227,TXN00898,2026-03-01 00:00:00,3,2,1,2742.12,Skincare Kit,Beauty
CAM017,Creator Spotlight,CR012,Kavya Iyer,Fashion,2026-06-05,Home,9947,495,82,67,644,REF00899,Instagram,2026-06-05 12:00:00,249,CUST5620,TXN00899,2026-06-06 00:00:00,9,7,2,23444.89,Sneakers,Fashion
CAM030,Festive Picks,CR010,Diya Joshi,Lifestyle,2026-05-21,Food,8841,270,23,17,310,REF00900,YouTube,2026-05-21 20:00:00,224,CUST2778,TXN00900,2026-05-24 00:00:00,8,5,3,14677.63,Skincare Kit,Beauty
CAM036,Product Launch,CR004,Isha Verma,Beauty,2026-04-15,Electronics,7572,358,45,41,444,REF00901,Email,2026-04-15 23:00:00,207,CUST9666,TXN00901,2026-04-19 00:00:00,13,10,3,16195.15,Skincare Kit,Beauty
CAM003,Summer Launch,CR007,Kabir Singh,Gaming,2026-06-26,Fitness,9884,293,34,33,360,REF00902,Facebook,2026-06-26 06:00:00,251,CUST5216,TXN00902,2026-07-02 00:00:00,16,14,2,33045.01,Protein Powder,Fitness
CAM027,Back to College,CR011,Aditya Deshmukh,Tech,2026-05-30,Gaming,9106,428,46,36,510,REF00903,Instagram,2026-05-30 10:00:00,313,CUST1966,TXN00903,2026-06-07 00:00:00,20,16,4,31763.47,Travel Backpack,Travel
CAM046,Back to College,CR008,Sara Khan,Food,2026-03-20,Electronics,7881,295,44,24,363,REF00904,Facebook,2026-03-20 13:00:00,225,CUST5553,TXN00904,2026-03-21 00:00:00,17,17,0,42909.39,Sneakers,Fashion
CAM028,Product Launch,CR006,Meera Nair,Travel,2026-06-13,Fitness,5859,133,21,8,162,REF00905,Email,2026-06-13 11:00:00,143,CUST6754,TXN00905,2026-06-15 00:00:00,11,9,2,7706.83,Skincare Kit,Beauty
CAM020,Creator Spotlight,CR006,Meera Nair,Travel,2026-05-18,Gaming,10452,324,33,36,393,REF00906,Instagram,2026-05-18 05:00:00,241,CUST9181,TXN00906,2026-05-24 00:00:00,10,7,3,18778.46,Skincare Kit,Beauty
CAM004,Monsoon Sale,CR007,Kabir Singh,Gaming,2026-03-07,Electronics,8218,319,43,36,398,REF00907,Google,2026-03-07 10:00:00,233,CUST8305,TXN00907,2026-03-13 00:00:00,10,7,3,32215.11,Protein Powder,Fitness
CAM030,New Collection,CR002,Ananya Sharma,Fashion,2026-06-18,Home,5454,259,32,25,316,REF00908,Google,2026-06-18 22:00:00,136,CUST1396,TXN00908,2026-06-23 00:00:00,12,11,1,38658.86,Wireless Earbuds,Electronics
CAM055,New Collection,CR001,Aarav Mehta,Lifestyle,2026-02-13,Gaming,10111,504,60,32,596,REF00909,Direct,2026-02-13 12:00:00,232,CUST4149,TXN00909,2026-02-18 00:00:00,12,11,1,56268.76,Sneakers,Fashion
CAM057,Product Launch,CR004,Isha Verma,Beauty,2026-03-23,Travel,5002,213,24,22,259,REF00910,Google,2026-03-23 17:00:00,140,CUST9369,TXN00910,2026-03-28 00:00:00,8,5,3,37701.95,Gaming Headset,Gaming
CAM019,Weekend Flash,CR002,Ananya Sharma,Fashion,2026-02-23,Fashion,15252,578,44,43,665,REF00911,Direct,2026-02-23 19:00:00,354,CUST7097,TXN00911,2026-03-03 00:00:00,22,15,7,35718.66,Travel Backpack,Travel
CAM048,Spring Refresh,CR012,Kavya Iyer,Fashion,2026-04-11,Home,6114,292,39,19,350,REF00912,Google,2026-04-11 21:00:00,218,CUST3373,TXN00912,2026-04-15 00:00:00,10,7,3,26115.77,Sneakers,Fashion
CAM009,Weekend Flash,CR001,Aarav Mehta,Lifestyle,2026-01-18,Fitness,6188,219,33,23,275,REF00913,Google,2026-01-18 18:00:00,95,CUST4929,TXN00913,2026-01-27 00:00:00,2,2,0,2542.98,Skincare Kit,Beauty
CAM045,Monsoon Sale,CR003,Rohan Kapoor,Tech,2026-01-31,Fitness,13173,650,89,87,826,REF00914,Instagram,2026-01-31 07:00:00,379,CUST7353,TXN00914,2026-02-05 00:00:00,22,21,1,67870.98,Wireless Earbuds,Electronics
CAM002,New Collection,CR003,Rohan Kapoor,Tech,2026-04-07,Gaming,8479,304,22,23,349,REF00915,Facebook,2026-04-07 21:00:00,206,CUST9393,TXN00915,2026-04-09 00:00:00,9,8,1,20652.5,Travel Backpack,Travel
CAM005,Weekend Flash,CR011,Aditya Deshmukh,Tech,2026-06-13,Food,12341,275,22,30,327,REF00916,Google,2026-06-13 12:00:00,217,CUST6002,TXN00916,2026-06-22 00:00:00,12,8,4,27752.62,Coffee Maker,Home
CAM014,Spring Refresh,CR011,Aditya Deshmukh,Tech,2026-01-03,Food,5614,321,42,26,389,REF00917,Instagram,2026-01-03 03:00:00,149,CUST2318,TXN00917,2026-01-06 00:00:00,15,13,2,45531.02,Gaming Headset,Gaming
CAM028,Holiday Offers,CR003,Rohan Kapoor,Tech,2026-06-07,Home,8283,470,69,63,602,REF00918,Instagram,2026-06-07 15:00:00,171,CUST6823,TXN00918,2026-06-09 00:00:00,7,4,3,15487.21,Travel Backpack,Travel
CAM017,Mega Savings,CR008,Sara Khan,Food,2026-04-06,Food,3997,177,25,9,211,REF00919,Google,2026-04-06 21:00:00,54,CUST7028,TXN00919,2026-04-11 00:00:00,4,4,0,13585.23,Protein Powder,Fitness
CAM028,Weekend Flash,CR005,Vihaan Patel,Fitness,2026-02-13,Gaming,6665,239,35,28,302,REF00920,Email,2026-02-13 08:00:00,158,CUST2610,TXN00920,2026-02-15 00:00:00,4,4,0,6089.87,Protein Powder,Fitness
CAM055,Mega Savings,CR009,Arjun Rao,Finance,2026-01-27,Home,5384,241,15,14,270,REF00921,YouTube,2026-01-27 05:00:00,170,CUST8648,TXN00921,2026-01-28 00:00:00,19,14,5,53554.09,Coffee Maker,Home
CAM021,New Collection,CR005,Vihaan Patel,Fitness,2026-01-24,Gaming,9848,563,68,31,662,REF00922,Google,2026-01-24 15:00:00,378,CUST4757,TXN00922,2026-01-28 00:00:00,15,13,2,38377.84,Coffee Maker,Home
CAM045,Holiday Offers,CR009,Arjun Rao,Finance,2026-06-14,Electronics,15292,587,78,59,724,REF00923,Instagram,2026-06-14 01:00:00,581,CUST7487,TXN00923,2026-06-22 00:00:00,36,32,4,121931.97,Gaming Headset,Gaming
CAM057,Festive Picks,CR008,Sara Khan,Food,2026-06-26,Fashion,7415,295,42,37,374,REF00924,Instagram,2026-06-26 02:00:00,131,CUST4512,TXN00924,2026-07-03 00:00:00,2,2,0,6070.44,Gaming Headset,Gaming
CAM058,Creator Spotlight,CR002,Ananya Sharma,Fashion,2026-04-18,Beauty,6618,318,35,33,386,REF00925,Instagram,2026-04-18 01:00:00,183,CUST4199,TXN00925,2026-04-26 00:00:00,15,14,1,67419.57,Coffee Maker,Home
CAM027,Back to College,CR012,Kavya Iyer,Fashion,2026-04-10,Electronics,4388,182,25,15,222,REF00926,Google,2026-04-10 13:00:00,170,CUST4229,TXN00926,2026-04-12 00:00:00,12,12,0,26001.87,Skincare Kit,Beauty
CAM046,Product Launch,CR001,Aarav Mehta,Lifestyle,2026-06-16,Home,13293,867,123,100,1090,REF00927,Direct,2026-06-16 13:00:00,431,CUST3446,TXN00927,2026-06-25 00:00:00,39,34,5,132123.41,Gaming Headset,Gaming
CAM046,Mega Savings,CR003,Rohan Kapoor,Tech,2026-01-31,Beauty,7628,241,29,16,286,REF00928,Facebook,2026-01-31 06:00:00,218,CUST5160,TXN00928,2026-02-06 00:00:00,11,11,0,27749.29,Sneakers,Fashion
CAM002,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-03-04,Food,8104,275,20,16,311,REF00929,YouTube,2026-03-04 12:00:00,291,CUST2765,TXN00929,2026-03-12 00:00:00,26,24,2,58723.62,Travel Backpack,Travel
CAM039,Monsoon Sale,CR009,Arjun Rao,Finance,2026-05-23,Fashion,3661,171,18,16,205,REF00930,Instagram,2026-05-23 08:00:00,133,CUST8012,TXN00930,2026-05-28 00:00:00,6,6,0,14743.0,Gaming Headset,Gaming
CAM037,Festive Picks,CR007,Kabir Singh,Gaming,2026-06-06,Beauty,8461,302,29,18,349,REF00931,Instagram,2026-06-06 23:00:00,100,,,,0,0,0,0.0,Wireless Earbuds,Electronics
CAM048,Premium Picks,CR003,Rohan Kapoor,Tech,2026-03-21,Food,10823,343,39,33,415,REF00932,Facebook,2026-03-21 08:00:00,252,CUST2631,TXN00932,2026-03-26 00:00:00,15,13,2,47106.36,Coffee Maker,Home
CAM052,Product Launch,CR002,Ananya Sharma,Fashion,2026-05-19,Travel,6823,278,39,29,346,REF00933,TikTok,2026-05-19 03:00:00,189,CUST3645,TXN00933,2026-05-26 00:00:00,13,12,1,38621.87,Protein Powder,Fitness
CAM058,Mega Savings,CR005,Vihaan Patel,Fitness,2026-03-10,Electronics,11996,624,95,52,771,REF00934,YouTube,2026-03-10 13:00:00,408,CUST7325,TXN00934,2026-03-15 00:00:00,28,22,6,60261.29,Skincare Kit,Beauty
CAM041,Festive Picks,CR007,Kabir Singh,Gaming,2026-04-11,Beauty,6198,268,36,32,336,REF00935,TikTok,2026-04-11 09:00:00,199,CUST6027,TXN00935,2026-04-18 00:00:00,9,8,1,18160.81,Coffee Maker,Home
CAM045,Summer Launch,CR005,Vihaan Patel,Fitness,2026-01-28,Electronics,32653,2172,258,183,2613,REF00936,Google,2026-01-28 03:00:00,1159,CUST2335,TXN00936,2026-01-31 00:00:00,61,54,7,267496.21,Gaming Headset,Gaming
CAM054,Monsoon Sale,CR004,Isha Verma,Beauty,2026-06-03,Home,6209,234,31,27,292,REF00937,Instagram,2026-06-03 01:00:00,182,CUST7281,TXN00937,2026-06-04 00:00:00,13,9,4,9393.01,Skincare Kit,Beauty
CAM052,Summer Launch,CR004,Isha Verma,Beauty,2026-03-20,Fashion,4601,164,13,15,192,REF00938,Facebook,2026-03-20 15:00:00,84,CUST6144,TXN00938,2026-03-27 00:00:00,6,6,0,19205.74,Wireless Earbuds,Electronics
CAM058,Festive Picks,CR007,Kabir Singh,Gaming,2026-06-03,Fitness,6105,216,30,20,266,REF00939,Instagram,2026-06-03 12:00:00,155,CUST2590,TXN00939,2026-06-11 00:00:00,11,10,1,52633.47,Gaming Headset,Gaming
CAM012,Back to College,CR005,Vihaan Patel,Fitness,2026-05-17,Fashion,11079,378,30,31,439,REF00940,Instagram,2026-05-17 11:00:00,318,CUST6691,TXN00940,2026-05-22 00:00:00,21,17,4,67887.76,Gaming Headset,Gaming
CAM060,Festive Picks,CR008,Sara Khan,Food,2026-03-12,Electronics,4244,210,27,23,260,REF00941,Instagram,2026-03-12 21:00:00,139,CUST5581,TXN00941,2026-03-20 00:00:00,9,8,1,15390.01,Protein Powder,Fitness
CAM034,Spring Refresh,CR009,Arjun Rao,Finance,2026-01-20,Gaming,7504,266,26,32,324,REF00942,YouTube,2026-01-20 05:00:00,184,CUST2957,TXN00942,2026-01-29 00:00:00,9,9,0,24591.89,Travel Backpack,Travel
CAM031,Product Launch,CR007,Kabir Singh,Gaming,2026-04-05,Travel,6427,183,21,24,228,REF00943,Email,2026-04-05 01:00:00,167,CUST2285,TXN00943,2026-04-14 00:00:00,10,10,0,54480.55,Gaming Headset,Gaming
CAM015,New Collection,CR004,Isha Verma,Beauty,2026-03-04,Food,14222,291,24,19,334,REF00944,Instagram,2026-03-04 08:00:00,299,CUST5812,TXN00944,2026-03-06 00:00:00,21,18,3,20248.55,Skincare Kit,Beauty
CAM033,Mega Savings,CR002,Ananya Sharma,Fashion,2026-03-23,Fitness,8954,350,27,36,413,REF00945,Direct,2026-03-23 07:00:00,212,CUST9007,TXN00945,2026-03-29 00:00:00,11,9,2,19584.26,Protein Powder,Fitness
CAM031,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-06-24,Travel,6596,251,40,19,310,REF00946,Facebook,2026-06-24 08:00:00,240,CUST7919,TXN00946,2026-06-27 00:00:00,13,12,1,24299.84,Sneakers,Fashion
CAM024,Summer Launch,CR010,Diya Joshi,Lifestyle,2026-05-10,Electronics,7350,243,20,25,288,REF00947,Instagram,2026-05-10 19:00:00,65,CUST6261,TXN00947,2026-05-18 00:00:00,3,3,0,10270.03,Coffee Maker,Home
CAM041,Back to College,CR001,Aarav Mehta,Lifestyle,2026-03-11,Electronics,6483,367,23,25,415,REF00948,Email,2026-03-11 22:00:00,193,CUST6131,TXN00948,2026-03-17 00:00:00,9,9,0,33804.02,Sneakers,Fashion
CAM028,Creator Spotlight,CR009,Arjun Rao,Finance,2026-02-11,Food,10352,568,51,59,678,REF00949,Direct,2026-02-11 02:00:00,213,CUST4131,TXN00949,2026-02-14 00:00:00,21,20,1,73774.52,Gaming Headset,Gaming
CAM019,Mega Savings,CR001,Aarav Mehta,Lifestyle,2026-03-31,Gaming,6829,409,33,23,465,REF00950,Instagram,2026-03-31 15:00:00,277,CUST1946,TXN00950,2026-04-03 00:00:00,9,7,2,24768.81,Travel Backpack,Travel
CAM025,Spring Refresh,CR005,Vihaan Patel,Fitness,2026-06-20,Beauty,8574,444,35,46,525,REF00951,Instagram,2026-06-20 14:00:00,281,CUST4316,TXN00951,2026-06-27 00:00:00,11,8,3,27274.53,Travel Backpack,Travel
CAM024,Weekend Flash,CR003,Rohan Kapoor,Tech,2026-01-01,Travel,12303,693,106,83,882,REF00952,Direct,2026-01-01 04:00:00,390,CUST5558,TXN00952,2026-01-06 00:00:00,30,27,3,145884.99,Sneakers,Fashion
CAM016,Product Launch,CR012,Kavya Iyer,Fashion,2026-03-18,Travel,5031,175,17,11,203,REF00953,Facebook,2026-03-18 16:00:00,138,CUST4109,TXN00953,2026-03-24 00:00:00,5,5,0,24509.73,Gaming Headset,Gaming
CAM040,Creator Spotlight,CR003,Rohan Kapoor,Tech,2026-02-17,Travel,9795,465,61,40,566,REF00954,Email,2026-02-17 03:00:00,251,CUST7424,TXN00954,2026-02-22 00:00:00,13,11,2,59016.34,Sneakers,Fashion
CAM027,Festive Picks,CR002,Ananya Sharma,Fashion,2026-05-03,Electronics,10387,381,57,22,460,REF00955,YouTube,2026-05-03 04:00:00,156,CUST4841,TXN00955,2026-05-08 00:00:00,6,6,0,13229.93,Travel Backpack,Travel
CAM015,New Collection,CR003,Rohan Kapoor,Tech,2026-06-13,Fitness,3825,236,24,12,272,REF00956,Instagram,2026-06-13 09:00:00,152,CUST3833,TXN00956,2026-06-22 00:00:00,5,5,0,10457.02,Skincare Kit,Beauty
CAM046,Mega Savings,CR003,Rohan Kapoor,Tech,2026-05-26,Fashion,5589,224,35,18,277,REF00957,Google,2026-05-26 12:00:00,163,CUST8628,TXN00957,2026-06-02 00:00:00,9,7,2,17023.77,Travel Backpack,Travel
CAM018,Mega Savings,CR001,Aarav Mehta,Lifestyle,2026-03-09,Fitness,8041,283,34,34,351,REF00958,YouTube,2026-03-09 07:00:00,227,CUST3041,TXN00958,2026-03-10 00:00:00,14,14,0,29490.45,Protein Powder,Fitness
CAM001,Summer Launch,CR001,Aarav Mehta,Lifestyle,2026-01-31,Food,8202,418,35,27,480,REF00959,Google,2026-01-31 16:00:00,294,CUST1324,TXN00959,2026-02-05 00:00:00,20,19,1,69787.65,Coffee Maker,Home
CAM016,Monsoon Sale,CR010,Diya Joshi,Lifestyle,2026-02-14,Food,4569,180,23,19,222,REF00960,Instagram,2026-02-14 12:00:00,70,CUST7799,TXN00960,2026-02-21 00:00:00,5,5,0,10796.77,Sneakers,Fashion
CAM033,New Collection,CR005,Vihaan Patel,Fitness,2026-01-28,Gaming,6625,330,43,43,416,REF00961,Email,2026-01-28 23:00:00,215,CUST6974,TXN00961,2026-02-06 00:00:00,13,10,3,29357.95,Protein Powder,Fitness
CAM045,Creator Spotlight,CR002,Ananya Sharma,Fashion,2026-06-25,Beauty,15988,740,55,99,894,REF00962,TikTok,2026-06-25 17:00:00,416,CUST2732,TXN00962,2026-07-03 00:00:00,11,9,2,31145.42,Coffee Maker,Home
CAM020,Monsoon Sale,CR006,Meera Nair,Travel,2026-01-12,Fashion,4376,213,15,11,239,REF00963,Instagram,2026-01-12 22:00:00,115,CUST4815,TXN00963,2026-01-20 00:00:00,10,9,1,36166.57,Gaming Headset,Gaming
CAM013,Mega Savings,CR001,Aarav Mehta,Lifestyle,2026-06-04,Fashion,6693,346,43,30,419,REF00964,YouTube,2026-06-04 03:00:00,249,CUST7179,TXN00964,2026-06-11 00:00:00,36,29,7,144378.54,Sneakers,Fashion
CAM042,New Collection,CR002,Ananya Sharma,Fashion,2026-06-23,Food,6029,254,33,16,303,REF00965,Instagram,2026-06-23 16:00:00,169,CUST1571,TXN00965,2026-06-27 00:00:00,15,11,4,18755.17,Skincare Kit,Beauty
CAM043,Summer Launch,CR002,Ananya Sharma,Fashion,2026-01-09,Food,7904,352,30,28,410,REF00966,YouTube,2026-01-09 15:00:00,204,CUST8894,TXN00966,2026-01-11 00:00:00,13,9,4,42969.28,Sneakers,Fashion
CAM060,Premium Picks,CR002,Ananya Sharma,Fashion,2026-03-07,Home,5216,162,21,20,203,REF00967,YouTube,2026-03-07 03:00:00,126,CUST9501,TXN00967,2026-03-12 00:00:00,8,7,1,26067.68,Wireless Earbuds,Electronics
CAM047,Weekend Flash,CR002,Ananya Sharma,Fashion,2026-05-18,Gaming,5938,283,30,22,335,REF00968,Direct,2026-05-18 18:00:00,213,CUST3689,TXN00968,2026-05-19 00:00:00,17,16,1,36490.45,Travel Backpack,Travel
CAM014,Monsoon Sale,CR007,Kabir Singh,Gaming,2026-06-14,Home,6666,294,27,33,354,REF00969,TikTok,2026-06-14 06:00:00,208,CUST2187,TXN00969,2026-06-21 00:00:00,4,4,0,7649.66,Protein Powder,Fitness
CAM018,Back to College,CR008,Sara Khan,Food,2026-01-25,Travel,22410,969,119,62,1150,REF00970,Instagram,2026-01-25 10:00:00,613,CUST9668,TXN00970,2026-02-01 00:00:00,26,24,2,32883.17,Travel Backpack,Travel
CAM034,Spring Refresh,CR008,Sara Khan,Food,2026-02-05,Gaming,2527,104,7,6,117,REF00971,Direct,2026-02-05 20:00:00,72,CUST3760,TXN00971,2026-02-06 00:00:00,5,3,2,21340.33,Wireless Earbuds,Electronics
CAM048,Back to College,CR011,Aditya Deshmukh,Tech,2026-05-03,Food,8715,386,47,34,467,REF00972,TikTok,2026-05-03 04:00:00,169,CUST9357,TXN00972,2026-05-09 00:00:00,7,6,1,22986.72,Wireless Earbuds,Electronics
CAM039,Product Launch,CR006,Meera Nair,Travel,2026-06-19,Beauty,19289,915,134,99,1148,REF00973,TikTok,2026-06-19 15:00:00,413,CUST3060,TXN00973,2026-06-22 00:00:00,12,12,0,26047.09,Gaming Headset,Gaming
CAM015,Creator Spotlight,CR009,Arjun Rao,Finance,2026-01-10,Fashion,14078,636,62,44,742,REF00974,YouTube,2026-01-10 22:00:00,319,CUST9395,TXN00974,2026-01-13 00:00:00,10,8,2,24896.58,Travel Backpack,Travel
CAM026,Weekend Flash,CR005,Vihaan Patel,Fitness,2026-04-03,Travel,4208,171,16,12,199,REF00975,TikTok,2026-04-03 11:00:00,99,CUST6338,TXN00975,2026-04-05 00:00:00,5,4,1,14631.91,Travel Backpack,Travel
CAM025,Creator Spotlight,CR006,Meera Nair,Travel,2026-01-27,Fashion,4942,152,15,11,178,REF00976,Facebook,2026-01-27 21:00:00,58,CUST3838,TXN00976,2026-01-31 00:00:00,5,5,0,11112.47,Wireless Earbuds,Electronics
CAM032,Spring Refresh,CR008,Sara Khan,Food,2026-05-13,Fashion,3701,118,9,11,138,REF00977,Email,2026-05-13 08:00:00,96,CUST5275,TXN00977,2026-05-19 00:00:00,4,2,2,24553.95,Smartwatch,Electronics
CAM039,Summer Launch,CR008,Sara Khan,Food,2026-01-23,,2500,80,9,9,98,REF00978,Instagram,2026-01-23 06:00:00,56,CUST9954,TXN00978,2026-01-29 00:00:00,2,2,0,7771.84,Sneakers,Fashion
CAM035,Mega Savings,CR010,Diya Joshi,Lifestyle,2026-05-07,Gaming,14233,737,82,73,892,REF00979,Instagram,2026-05-07 03:00:00,403,CUST5794,TXN00979,2026-05-16 00:00:00,17,16,1,59155.52,Protein Powder,Fitness
CAM048,Creator Spotlight,CR010,Diya Joshi,Lifestyle,2026-03-12,Food,7975,276,22,16,314,REF00980,Facebook,2026-03-12 15:00:00,176,CUST9286,TXN00980,2026-03-15 00:00:00,8,7,1,15088.69,Travel Backpack,Travel
CAM032,Spring Refresh,CR004,Isha Verma,Beauty,2026-05-30,Beauty,7477,463,47,49,559,REF00981,Google,2026-05-30 18:00:00,168,CUST7541,TXN00981,2026-06-06 00:00:00,12,12,0,45135.34,Sneakers,Fashion
CAM058,Monsoon Sale,CR011,Aditya Deshmukh,Tech,2026-05-22,Home,7626,471,67,53,591,REF00982,Google,2026-05-22 18:00:00,237,CUST8637,TXN00982,2026-05-28 00:00:00,11,10,1,48541.49,Smartwatch,Electronics
CAM059,Spring Refresh,CR003,Rohan Kapoor,Tech,2026-01-18,Fashion,4856,262,18,22,302,REF00983,Instagram,2026-01-18 19:00:00,194,CUST9657,TXN00983,2026-01-21 00:00:00,15,13,2,43810.97,Travel Backpack,Travel
CAM042,Product Launch,CR005,Vihaan Patel,Fitness,2026-04-26,Gaming,7223,262,26,27,315,REF00984,Instagram,2026-04-26 03:00:00,172,CUST2634,TXN00984,2026-05-02 00:00:00,9,9,0,36432.03,Coffee Maker,Home
CAM003,Mega Savings,CR009,Arjun Rao,Finance,2026-03-19,Beauty,12971,504,40,47,591,REF00985,Google,2026-03-19 22:00:00,442,CUST1901,TXN00985,2026-03-27 00:00:00,28,21,7,65943.28,Coffee Maker,Home
CAM005,New Collection,CR004,Isha Verma,Beauty,2026-02-27,Beauty,4327,165,20,15,200,REF00986,YouTube,2026-02-27 13:00:00,163,CUST8316,TXN00986,2026-03-03 00:00:00,11,8,3,25142.89,Gaming Headset,Gaming
CAM002,Festive Picks,CR002,Ananya Sharma,Fashion,2026-05-22,Fashion,7308,259,36,19,314,REF00987,Email,2026-05-22 01:00:00,217,CUST5178,TXN00987,2026-05-24 00:00:00,16,13,3,53890.68,Wireless Earbuds,Electronics
CAM041,Holiday Offers,CR002,Ananya Sharma,Fashion,2026-04-13,Fitness,13256,818,111,68,997,REF00988,Email,2026-04-13 11:00:00,368,CUST2568,TXN00988,2026-04-22 00:00:00,28,28,0,132506.11,Sneakers,Fashion
CAM038,Holiday Offers,CR005,Vihaan Patel,Fitness,2026-03-22,Fitness,5340,277,25,33,335,REF00989,YouTube,2026-03-22 01:00:00,116,CUST5288,TXN00989,2026-03-31 00:00:00,11,10,1,20435.14,Coffee Maker,Home
CAM030,Holiday Offers,CR011,Aditya Deshmukh,Tech,2026-01-17,Fitness,5783,307,38,40,385,REF00990,Instagram,2026-01-17 20:00:00,126,CUST1489,TXN00990,2026-01-21 00:00:00,5,5,0,9543.73,Skincare Kit,Beauty
CAM054,Festive Picks,CR011,Aditya Deshmukh,Tech,2026-05-09,Travel,4193,220,27,21,268,REF00991,Instagram,2026-05-09 13:00:00,99,CUST4414,TXN00991,2026-05-14 00:00:00,4,4,0,9716.31,Sneakers,Fashion
CAM010,Festive Picks,CR001,Aarav Mehta,Lifestyle,2026-05-18,Electronics,10696,516,83,66,665,REF00992,TikTok,2026-05-18 03:00:00,266,CUST7194,TXN00992,2026-05-24 00:00:00,12,11,1,25045.03,Protein Powder,Fitness
